,"28-sep-2018"
 
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,,ISIN,Bolsa de valores,Ubicación,Moneda,Mercado de divisas,Tipo de Cambio
"GFNORTEO","GPO FINANCE BANORTE","Equity","12.78","135.30","60,934,160.00","8,244,391,848.00","8,244,391,848.00","Financieros","2421041","MXP370711014","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"AMXL","AMERICA MOVIL L","Equity","11.50","15.04","493,279,640.00","7,418,925,785.60","7,418,925,785.60","Telecomunicaciones","2667470","MXP001691213","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"FEMSAUBD","FOMENTO ECONOMICO MEXICANO","Equity","11.28","185.18","39,274,480.00","7,272,848,206.40","7,272,848,206.40","Productos básicos de consumo","2242059","MXP320321310","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"WALMEX*","WALMART DE MEXICO V","Equity","9.14","57.03","103,327,112.00","5,892,745,197.36","5,892,745,197.36","Productos básicos de consumo","BW1YVH8","MX01WA000038","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GMEXICOB","GRUPO MEXICO B","Equity","6.33","53.95","75,665,352.00","4,082,145,740.40","4,082,145,740.40","Materiales","2643674","MXP370841019","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"CEMEXCPO","CEMEX CPO","Equity","6.27","13.14","307,750,128.00","4,043,836,681.92","4,043,836,681.92","Materiales","2406457","MXP225611567","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"TLEVISACPO","GRUPO TELEVISA","Equity","4.77","66.54","46,229,064.00","3,076,081,918.56","3,076,081,918.56","Consumo discrecional","2380108","MXP4987V1378","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ASURB","GRUPO AEROPORTUARIO DEL SURESTE B","Equity","2.53","382.63","4,266,696.00","1,632,565,890.48","1,632,565,890.48","Industriales","2639349","MXP001661018","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GAPB","GRUPO AEROPORTUARIO DEL PACIFICO O","Equity","2.46","204.58","7,763,560.00","1,588,269,104.80","1,588,269,104.80","Industriales","B0ZV104","MX01GA000004","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"BIMBOA","GRUPO BIMBO A","Equity","2.46","39.91","39,718,112.00","1,585,149,849.92","1,585,149,849.92","Productos básicos de consumo","2392471","MXP495211262","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALFAA","ALFA A","Equity","2.40","24.13","64,065,680.00","1,545,904,858.40","1,545,904,858.40","Industriales","2043423","MXP000511016","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GFINBURO","GRUPO FINANCIERO INBURSA SRIES O O","Equity","2.17","29.36","47,638,248.00","1,398,658,961.28","1,398,658,961.28","Financieros","2822398","MXP370641013","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MEXCHEM*","MEXICHEM SA DE CV","Equity","2.13","64.36","21,320,432.00","1,372,183,003.52","1,372,183,003.52","Materiales","2434760","MX01ME050007","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"KOFL","COCA-COLA FEMSA CLASS L","Equity","1.96","114.26","11,090,800.00","1,267,234,808.00","1,267,234,808.00","Productos básicos de consumo","2141899","MXP2861W1067","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"BSMXB","BANCO SANTANDER B SA","Equity","1.62","29.14","35,790,664.00","1,042,939,948.96","1,042,939,948.96","Financieros","BF1FXN2","MX41BS060005","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GRUMAB","GRUMA","Equity","1.61","239.24","4,344,984.00","1,039,493,972.16","1,039,493,972.16","Productos básicos de consumo","2392545","MXP4948K1056","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"IENOVA*","INFRAESTRUCTURA ENERGETICA NOVA","Equity","1.59","92.99","11,025,560.00","1,025,266,824.40","1,025,266,824.40","Servicios","B84XBP2","MX01IE060002","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ELEKTRA*","GRUPO ELEKTRA","Equity","1.57","853.42","1,187,368.00","1,013,323,598.56","1,013,323,598.56","Financieros","2967084","MX01EL000003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
