,"31-jul-2019"
 
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,,ISIN,Bolsa de valores,Ubicación,Moneda,Mercado de divisas,Tipo de Cambio
"FEMSAUBD","FOMENTO ECONOMICO MEXICANO","Equity","12.69","173.70","44,353,079.00","7,704,129,822.30","7,704,129,822.30","Productos básicos de consumo","2242059","MXP320321310","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"AMXL","AMERICA MOVIL L","Equity","12.37","13.48","556,900,435.00","7,507,017,863.80","7,507,017,863.80","Comunicación","2667470","MXP001691213","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GFNORTEO","GPO FINANCE BANORTE","Equity","10.94","96.48","68,809,888.00","6,638,777,994.24","6,638,777,994.24","Financieros","2421041","MXP370711014","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"WALMEX*","WALMART DE MEXICO V","Equity","10.87","56.54","116,674,381.00","6,596,769,501.74","6,596,769,501.74","Productos básicos de consumo","BW1YVH8","MX01WA000038","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GMEXICOB","GRUPO MEXICO B","Equity","6.60","46.89","85,458,509.00","4,007,149,487.01","4,007,149,487.01","Materiales","2643674","MXP370841019","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"CEMEXCPO","CEMEX CPO","Equity","4.05","6.81","361,237,385.00","2,460,026,591.85","2,460,026,591.85","Materiales","2406457","MXP225611567","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"TLEVISACPO","GRUPO TELEVISA","Equity","3.07","36.33","51,321,092.00","1,864,495,272.36","1,864,495,272.36","Comunicación","2380108","MXP4987V1378","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ELEKTRA*","GRUPO ELEKTRA","Equity","2.85","1,294.53","1,336,141.00","1,729,674,608.73","1,729,674,608.73","Financieros","2967084","MX01EL000003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GAPB","GRUPO AEROPORTUARIO DEL PACIFICO","Equity","2.77","192.31","8,757,850.00","1,684,222,133.50","1,684,222,133.50","Industriales","B0ZV104","MX01GA000004","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"BIMBOA","GRUPO BIMBO A","Equity","2.68","36.50","44,592,172.00","1,627,614,278.00","1,627,614,278.00","Productos básicos de consumo","2392471","MXP495211262","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"KOFUBL","COCA-COLA FEMSA CLASS UBL UNITS","Equity","2.43","117.76","12,532,945.00","1,475,879,603.20","1,475,879,603.20","Productos básicos de consumo","BHHP0S4","MX01KO000002","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ASURB","GRUPO AEROPORTUARIO DEL SURESTE B","Equity","2.31","290.95","4,826,037.00","1,404,135,465.15","1,404,135,465.15","Industriales","2639349","MXP001661018","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"KIMBERA","KIMBERLY-CLARK DE MEXICO CLASS A","Equity","2.21","39.83","33,675,444.00","1,341,292,934.52","1,341,292,934.52","Productos básicos de consumo","2491914","MXP606941179","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GFINBURO","GRUPO FINANCIERO INBURSA SRIES O","Equity","2.08","23.52","53,812,223.00","1,265,663,484.96","1,265,663,484.96","Financieros","2822398","MXP370641013","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALFAA","ALFA A","Equity","1.98","16.60","72,343,927.00","1,200,909,188.20","1,200,909,188.20","Industriales","2043423","MXP000511016","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"BSMXB","BANCO SANTANDER B SA","Equity","1.82","27.38","40,418,337.00","1,106,654,067.06","1,106,654,067.06","Financieros","BF1FXN2","MX41BS060005","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"OMAB","GRUPO AEROPORTUARIO DEL CENTRO NOR","Equity","1.59","118.01","8,204,000.00","968,154,040.00","968,154,040.00","Industriales","B1KFX13","MX01OM000018","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"AC*","ARCA CONTINENTAL","Equity","1.55","101.93","9,257,045.00","943,570,596.85","943,570,596.85","Productos básicos de consumo","2823885","MX01AC100006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
