,"31-ago-2018"
 
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,,ISIN,Bolsa de valores,Ubicación,Moneda,Mercado de divisas,Tipo de Cambio
"FEMSAUBD","FOMENTO ECONOMICO MEXICANO","Equity","12.94","182.71","45,725,779.00","8,354,557,081.09","8,354,557,081.09","Productos básicos de consumo","2242059","MXP320321310","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"AMXL","AMERICA MOVIL L","Equity","12.41","16.05","499,452,168.00","8,016,207,296.40","8,016,207,296.40","Telecomunicaciones","2667470","MXP001691213","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GFNORTEO","GPO FINANCE BANORTE","Equity","10.70","130.86","52,827,674.00","6,913,029,419.64","6,913,029,419.64","Financieros","2421041","MXP370711014","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"WALMEX*","WALMART DE MEXICO V","Equity","8.73","52.89","106,632,673.00","5,639,802,074.97","5,639,802,074.97","Productos básicos de consumo","BW1YVH8","MX01WA000038","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"CEMEXCPO","CEMEX CPO","Equity","6.59","13.53","314,503,185.00","4,255,228,093.05","4,255,228,093.05","Materiales","2406457","MXP225611567","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GMEXICOB","GRUPO MEXICO B","Equity","6.48","56.02","74,706,723.00","4,185,070,622.46","4,185,070,622.46","Materiales","2643674","MXP370841019","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"TLEVISACPO","GRUPO TELEVISA","Equity","5.63","68.94","52,775,550.00","3,638,346,417.00","3,638,346,417.00","Consumo discrecional","2380108","MXP4987V1378","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALFAA","ALFA A","Equity","2.92","25.13","75,006,436.00","1,884,911,736.68","1,884,911,736.68","Industriales","2043423","MXP000511016","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GAPB","GRUPO AEROPORTUARIO DEL PACIFICO O","Equity","2.57","197.24","8,418,026.00","1,660,371,448.24","1,660,371,448.24","Industriales","B0ZV104","MX01GA000004","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ASURB","GRUPO AEROPORTUARIO DEL SURESTE B","Equity","2.45","357.92","4,417,509.00","1,581,114,821.28","1,581,114,821.28","Industriales","2639349","MXP001661018","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MEXCHEM*","MEXICHEM SA DE CV","Equity","2.20","64.69","21,983,297.00","1,422,099,482.93","1,422,099,482.93","Materiales","2434760","MX01ME050007","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"KOFL","COCA-COLA FEMSA CLASS L","Equity","1.98","114.93","11,115,443.00","1,277,497,863.99","1,277,497,863.99","Productos básicos de consumo","2141899","MXP2861W1067","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ELEKTRA*","GRUPO ELEKTRA","Equity","1.85","897.80","1,329,162.00","1,193,321,643.60","1,193,321,643.60","Financieros","2967084","MX01EL000003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
