,"31-ene-2018"
 
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,,ISIN,Bolsa de valores,Ubicación,Moneda,Mercado de divisas,Tipo de Cambio
"AMXL","AMERICA MOVIL L","Equity","13.31","17.44","309,663,816.00","5,400,536,951.04","5,400,536,951.04","Telecomunicaciones","2667470","MXP001691213","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"FEMSAUBD","FOMENTO ECONOMICO MEXICANO","Equity","12.69","181.52","28,367,196.00","5,149,213,417.92","5,149,213,417.92","Productos básicos de consumo","2242059","MXP320321310","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GFNORTEO","GPO FINANCE BANORTE","Equity","9.51","119.58","32,280,468.00","3,860,098,363.44","3,860,098,363.44","Financieros","2421041","MXP370711014","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"WALMEX*","WALMART DE MEXICO V","Equity","7.60","46.64","66,171,336.00","3,086,231,111.04","3,086,231,111.04","Productos básicos de consumo","BW1YVH8","MX01WA000038","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GMEXICOB","GRUPO MEXICO B","Equity","7.54","65.98","46,355,364.00","3,058,526,916.72","3,058,526,916.72","Materiales","2643674","MXP370841019","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"CEMEXCPO","CEMEX CPO","Equity","7.44","15.48","195,148,272.00","3,020,895,250.56","3,020,895,250.56","Materiales","2406457","MXP225611567","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"TLEVISACPO","GRUPO TELEVISA","Equity","6.21","77.02","32,747,484.00","2,522,211,217.68","2,522,211,217.68","Consumo discrecional","2380108","MXP4987V1378","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALFAA","ALFA A","Equity","2.68","23.36","46,524,456.00","1,086,811,292.16","1,086,811,292.16","Industriales","2043423","MXP000511016","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GAPB","GRUPO AEROPORTUARIO DEL PACIFICO O","Equity","2.51","194.59","5,225,748.00","1,016,878,303.32","1,016,878,303.32","Industriales","B0ZV104","MX01GA000004","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ASURB","GRUPO AEROPORTUARIO DEL SURESTE B","Equity","2.44","362.22","2,737,680.00","991,642,449.60","991,642,449.60","Industriales","2639349","MXP001661018","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
